User_ID,Loan_ID,City,Age,Job,Education,Marriage_Status,Account_Balance,Loan_Amount,Credit_Score,Debit_Transactions,Loan_Duration_Months,Application_Date,Current_Balance
U1211,L932566,Karachi,27.0,Manager,Intermediate,Single,166325.47,36898.41,567.17,27996.53,15,2024-04-08,81745.5
U8744,L125697,Karachi,32.0,Clerk,Bachelor,Married,213949.71,48016.02,623.78,11627.64,16,2025-06-15,159646.73
U4601,L647958,Lahore,30.0,Engineer,Master,Married,158232.65,112991.65,613.23,17271.21,43,2023-08-16,115717.34
U9429,L575315,Multan,35.0,Salesman,Bachelor,Married,307257.46,42589.23,686.07,2372.96,11,2023-01-16,119770.22
U6202,L684242,Karachi,58.0,Engineer,Bachelor,Single,140620.08,39249.8,597.49,-1743.69,46,2022-11-02,117693.13
U5570,L556564,Islamabad,16.0,Doctor,Bachelor,Single,215491.04,30573.75,687.87,20913.42,52,2023-04-07,101817.71
U9014,L909229,Karachi,41.0,Unemployed,Master,Single,231688.84,72325.76,718.53,14961.08,39,2023-04-13,161294.61
U1038,L246880,Peshawar,18.0,Driver,Matric,Divorced,220689.95,44563.27,684.76,23249.59,41,2023-12-25,7788.82
U8712,L359402,Rawalpindi,30.0,Unemployed,Matric,Single,190735.62,30518.81,664.19,5386.18,42,2022-08-05,105848.42
U1953,L217755,Faisalabad,45.0,Manager,,Single,193508.97,89639.12,600.61,18639.31,22,2023-12-22,145192.11
U4248,L750991,Quetta,35.0,Clerk,Intermediate,Single,202190.57,92588.09,607.66,28081.72,45,2024-12-16,24344.26
U2263,L322968,Islamabad,24.0,Clerk,Matric,Divorced,192649.9,31987.29,712.48,17937.94,45,2023-06-03,133516.71
U7525,L284883,Rawalpindi,27.0,Engineer,Bachelor,Single,248193.96,-47969.6,688.97,16936.07,59,2022-11-18,69553.47
U7380,L748130,Quetta,41.0,Teacher,PhD,Married,310526.15,80225.41,648.05,15059.89,17,2023-05-08,104392.64
U7110,L266762,Peshawar,27.0,Unemployed,Bachelor,Married,172125.41,29461.11,629.1,4003.83,26,2023-07-09,68785.62
U9274,L862665,Karachi,37.0,Doctor,Master,Single,131509.85,73718.77,548.71,24489.01,45,2022-11-26,138366.07
U4054,L987715,Faisalabad,35.0,Doctor,Intermediate,Divorced,195585.9,-72824.88,596.46,10724.0,24,2023-04-25,88465.52
U2233,L322579,Karachi,28.0,Manager,PhD,Single,328985.47,76777.92,745.57,18531.38,8,2022-08-17,133831.87
U9583,L876837,Karachi,56.0,Engineer,Matric,Single,159816.27,13664.84,585.98,4058.76,23,2023-11-27,117413.19
U6578,L917074,Rawalpindi,41.0,Unemployed,PhD,Married,1691735.04,71922.92,659.47,6743.78,58,2024-02-21,68248.3
U4678,L415821,Multan,14.0,Engineer,Intermediate,Married,283885.04,403425.52,1000.37,25045.61,56,2023-09-20,120074.37
U3997,L819659,Quetta,36.0,Doctor,Master,Married,1033923.54,21381.82,587.25,12568.88,24,2024-05-10,73457.24
U8063,L974904,Lahore,28.0,Doctor,Matric,Single,228449.15,37788.91,659.24,25172.93,52,2023-06-07,102565.12
U2320,L310697,Quetta,43.0,Engineer,Master,Divorced,281419.83,70589.55,696.9,14452.39,11,2024-01-29,87736.23
U1286,L401680,Multan,27.0,Clerk,Bachelor,Single,181043.61,53176.83,650.62,2106.72,21,2022-07-29,135996.47
U9874,L681547,Lahore,33.0,Salesman,Intermediate,Married,189820.98,540259.12,793.42,21244.47,13,2024-10-24,121612.89
U8000,L576396,Karachi,40.0,Salesman,Master,Single,170915.95,109293.22,566.57,10870.75,53,2022-07-17,98771.14
U8770,L176051,Islamabad,43.0,Salesman,Bachelor,Single,149262.16,3072.75,702.94,19890.82,23,2024-06-11,72571.53
U3946,L100707,Quetta,22.0,Salesman,Bachelor,Divorced,167536.12,98516.38,641.36,15176.48,57,2024-03-07,49240.34
U3640,L445467,Lahore,31.0,Manager,Intermediate,Married,138802.99,53130.68,688.6,4198.17,53,2023-01-02,105426.26
U1659,L925548,Lahore,30.0,Salesman,Intermediate,Divorced,201704.17,23036.48,672.07,16150.06,48,2022-08-09,74708.36
U5026,L489853,Quetta,28.0,Doctor,PhD,Single,161501.34,10090.59,613.34,30373.56,44,2023-07-02,24880.15
U9099,L699912,Rawalpindi,52.0,Engineer,Bachelor,Married,211689.3,44326.39,661.45,18450.91,54,2025-02-07,46798.86
U6030,L518243,Rawalpindi,39.0,Salesman,Bachelor,Married,122205.22,77649.5,557.1,14597.38,54,2022-07-21,165035.01
U4885,L982674,Multan,22.0,Driver,Intermediate,Single,216544.01,46173.53,680.16,22527.4,17,2022-08-28,73600.94
U9882,L872176,Islamabad,44.0,Teacher,Intermediate,Married,241676.45,95334.65,664.91,16474.68,50,2023-10-17,143286.51
U3127,L566748,Karachi,56.0,Unemployed,Bachelor,Married,100313.22,6464.73,681.93,16466.74,15,2024-07-20,85734.01
U1268,L108459,Multan,45.0,Driver,Intermediate,Single,218702.83,49637.33,702.91,7358.62,12,2023-06-21,149583.11
U1247,L676717,Quetta,19.0,Engineer,Master,Married,261383.45,12428.2,668.38,16636.94,51,2024-04-18,146686.56
U9688,L659229,Peshawar,30.0,Manager,Intermediate,Single,139517.95,60908.96,657.4,22248.1,6,2024-06-10,66972.18
U6722,L229477,Islamabad,47.0,Driver,Master,Single,283628.62,76606.62,605.95,9147.56,54,2025-04-23,20480.97
U6225,L526319,Karachi,27.0,Clerk,Bachelor,Divorced,220950.95,37377.15,614.39,24971.47,41,2024-07-17,23867.18
U3727,L215958,Rawalpindi,39.0,Clerk,Master,Single,164749.41,-28126.42,709.34,14358.06,26,2025-06-14,67653.54
U1386,L423142,Multan,42.0,Salesman,,Single,197211.55,55968.44,721.82,8785.61,42,2024-01-09,175585.38
U8672,L360386,Faisalabad,25.0,Driver,Intermediate,Single,227916.35,63102.16,638.09,21983.42,57,2022-08-09,83577.52
U1140,L531266,Karachi,34.0,Engineer,Bachelor,Divorced,203800.27,62128.84,652.3,12992.44,29,2023-06-08,105809.76
U9291,L382447,Multan,2.0,Driver,Bachelor,Divorced,226937.8,87073.47,604.77,20316.6,30,2023-06-07,152133.47
U3391,L504338,Karachi,24.0,Teacher,PhD,Single,153966.32,17868.39,708.64,12957.69,12,2023-10-10,104412.85
U6747,L869834,Islamabad,32.0,Manager,Master,Single,208468.04,70406.48,683.27,14581.22,47,2023-07-25,103035.64
U4913,L241287,Lahore,22.0,Teacher,Bachelor,Divorced,129314.28,85775.23,747.06,18454.92,22,2024-04-16,124906.53
U7678,L861314,Karachi,51.0,Salesman,Bachelor,Married,194438.7,-3357.63,606.08,17036.28,34,2022-10-12,111558.79
U9127,L828351,Karachi,20.0,Driver,,Divorced,154804.62,59589.55,631.1,1031.28,35,2024-10-25,96021.32
U3081,L740161,Islamabad,30.0,Clerk,PhD,Divorced,163223.5,34874.61,661.57,7151.29,12,2023-05-30,71142.03
U2931,L969444,Islamabad,36.0,Clerk,Matric,Married,261804.66,47554.32,682.32,21505.87,38,2022-09-11,103139.56
U6954,L253393,Lahore,49.0,Teacher,Bachelor,Divorced,254565.51,60430.29,939.22,14075.04,12,2023-11-09,143775.99
U4207,L587514,Islamabad,20.0,Salesman,Matric,Single,230456.91,35383.14,606.35,11333.88,29,2024-02-07,171280.18
U9915,L912622,Multan,46.0,Salesman,PhD,Married,145384.36,29728.76,694.07,5489.98,16,2024-09-08,111691.07
U1265,L247271,Rawalpindi,35.0,Salesman,PhD,Single,184179.58,51024.57,686.06,7441.85,14,2022-11-29,130206.45
U2362,L824736,Islamabad,25.0,Unemployed,Matric,Single,260654.88,139060.96,604.19,847.41,17,2022-07-28,110789.23
U2924,L532937,Lahore,39.0,Driver,Matric,Married,207085.85,17425.25,717.77,14291.03,40,2024-07-12,96506.83
U6633,L118215,Lahore,36.0,Unemployed,Master,Married,315966.48,70381.2,708.51,10810.94,9,2022-11-05,120570.28
U3987,L774775,Peshawar,28.0,Driver,Matric,Married,219665.89,15536.18,656.71,8233.88,41,2025-03-25,147573.31
U8239,L455894,Quetta,35.0,Manager,Bachelor,Married,209602.46,69989.38,653.98,14523.14,33,2023-09-26,64545.53
U3875,L650405,Peshawar,31.0,Clerk,Matric,Single,184544.18,63877.74,977.7,17547.79,18,2024-11-11,41944.13
U6657,L471907,Lahore,36.0,Manager,Bachelor,Married,206677.05,-1774.2,606.91,29652.39,28,2025-01-26,78679.67
U5838,L539272,Faisalabad,41.0,Driver,Matric,Single,192376.51,29673.06,651.5,4416.82,24,2022-11-20,108466.48
U8638,L801893,Islamabad,50.0,Teacher,Matric,Married,235405.43,85823.28,542.38,23115.67,47,2025-03-05,134794.86
U5804,L293315,Islamabad,22.0,Unemployed,Intermediate,Married,247835.12,20565.03,693.82,21811.71,42,2025-04-01,60419.69
U5536,L530690,Karachi,56.0,Teacher,Master,Divorced,160700.53,288542.96,571.93,9546.35,44,2024-02-28,456.94
U8542,L403742,Multan,,Engineer,Intermediate,Divorced,133438.35,63861.83,725.17,16422.65,29,2023-02-21,79622.05
U3883,L338248,Peshawar,33.0,Unemployed,Intermediate,Married,108189.73,73501.72,633.49,11796.57,21,2023-07-27,92243.43
U3344,L592522,Quetta,40.0,Driver,PhD,Divorced,225399.57,42453.83,639.42,16299.82,38,2024-07-22,53509.06
U9540,L353841,Quetta,37.0,Teacher,Intermediate,Single,144831.67,32074.69,618.61,25563.92,17,2024-11-26,69756.36
U9838,L527529,Lahore,28.0,Engineer,Master,Married,92355.47,92671.1,635.6,19239.24,39,2025-04-25,134691.34
U4115,L256775,Quetta,32.0,Doctor,PhD,Single,219428.93,102166.99,720.93,18560.26,12,2022-08-31,103124.8
U3599,L759687,Rawalpindi,30.0,Clerk,PhD,Single,324649.98,79365.74,525.61,11987.83,16,2025-05-11,113824.88
U7260,L907766,Rawalpindi,29.0,Unemployed,Matric,Single,199696.45,52559.54,713.85,4611.6,36,2023-06-29,85772.71
U4025,L301690,Faisalabad,43.0,Salesman,Bachelor,Married,241924.54,25752.03,666.9,13540.72,34,2025-01-18,69835.58
U2249,L902145,Karachi,38.0,Teacher,Master,Married,204091.47,25086.67,589.65,23446.26,18,2025-04-11,85484.07
U5881,L336564,Karachi,28.0,Manager,Matric,Married,195055.52,65675.42,596.23,4309.83,36,2023-08-28,119955.21
U4718,L924469,Lahore,43.0,Doctor,Master,Single,245953.82,62551.95,733.82,7614.37,7,2022-12-16,40347.19
U3203,L138899,Peshawar,38.0,Salesman,Intermediate,Divorced,185486.27,92047.96,602.72,15883.87,44,2025-03-11,166006.81
U5264,L558951,Quetta,43.0,Teacher,Master,Single,213369.62,69513.5,592.33,8107.42,20,2023-02-06,122994.34
U8138,L792450,Multan,41.0,Unemployed,Bachelor,Divorced,216084.89,4907.59,706.87,9452.34,16,2024-05-17,78564.8
U7917,L513457,Islamabad,26.0,Clerk,Matric,Divorced,166595.48,81558.43,666.93,12034.81,39,2023-08-20,132536.28
U3854,L862227,Islamabad,29.0,Salesman,Matric,Divorced,249602.12,20058.18,603.1,5440.68,44,2022-12-03,148893.96
U6781,L999227,Islamabad,42.0,Unemployed,Intermediate,Single,191252.01,38480.86,660.83,8181.15,9,2024-06-27,86786.48
U3419,L148128,Multan,41.0,Manager,Matric,Single,162212.74,57506.01,598.71,19924.0,16,2022-10-24,91336.61
U1602,L591921,Multan,34.0,Unemployed,Intermediate,Married,226825.49,109870.02,705.04,5848.41,34,2023-08-09,159738.97
U1687,L103429,Rawalpindi,36.0,Unemployed,Bachelor,Married,155076.6,143297.56,703.07,3814.9,7,2024-02-29,184759.01
U6657,L736230,Faisalabad,47.0,Engineer,Matric,Married,201409.06,68201.69,676.6,10589.83,21,2025-03-13,101177.43
U4751,L803772,Quetta,29.0,Unemployed,PhD,Divorced,199544.05,44504.1,668.08,20123.69,44,2023-10-29,53671.43
U5939,L905147,Lahore,40.0,Engineer,Matric,Divorced,254294.78,66035.17,738.06,13621.55,18,2024-10-09,81175.91
U7785,L374783,Quetta,32.0,Salesman,Intermediate,Divorced,223734.91,76629.66,649.98,11747.93,42,2025-05-29,141320.63
U5151,L641903,Quetta,32.0,Manager,Intermediate,Divorced,198748.65,40379.97,590.91,15310.51,22,2024-01-14,58791.39
U8093,L370516,Lahore,45.0,Unemployed,Master,Single,240888.31,103856.34,672.47,2780.05,26,2023-09-13,91668.67
U6555,L565434,Peshawar,43.0,Teacher,Bachelor,Single,269510.38,455216.96,754.3,18462.94,49,2022-09-16,111703.4
U3211,L110397,Lahore,43.0,Teacher,Matric,Married,227890.52,64932.29,599.26,17684.05,24,2022-12-05,63091.41
U2159,L391655,Lahore,48.0,Salesman,Intermediate,Single,200517.63,69977.73,631.93,12134.84,12,2025-03-05,143857.38
U3750,L687457,Islamabad,35.0,Salesman,Matric,Divorced,134408.19,62647.6,670.82,22041.47,43,2023-07-27,127758.7
U3237,L748007,Faisalabad,41.0,Manager,PhD,Single,146744.32,75168.22,647.3,7107.53,13,2025-01-01,180381.84
U5175,L187977,Rawalpindi,31.0,Engineer,Intermediate,Divorced,184738.76,31482.4,600.88,22895.36,18,2024-06-17,131258.44
U3458,L790549,Rawalpindi,38.0,Salesman,Bachelor,Single,169524.39,33250.95,706.09,16081.46,42,2023-12-29,61564.41
U1255,L410071,Quetta,33.0,Manager,Matric,Single,190651.43,16995.37,766.0,12644.13,7,2024-10-09,121214.76
U2985,L271464,Multan,35.0,Driver,Intermediate,Single,202832.5,63185.04,659.81,14860.88,46,2022-07-13,139520.87
U2687,L764539,Faisalabad,40.0,Clerk,PhD,Divorced,226484.64,73368.1,604.8,14249.15,16,2022-09-06,141579.15
U2835,L288604,Quetta,26.0,Clerk,Intermediate,Single,196475.06,63733.19,572.55,23541.98,29,2025-03-04,68926.31
U9307,L217270,Quetta,55.0,Engineer,PhD,Single,224325.08,100234.77,662.9,7463.25,11,2024-01-20,64146.49
U5944,L482850,Faisalabad,24.0,Driver,PhD,Single,203223.72,49832.12,705.19,9662.37,31,2025-04-27,54414.52
U9366,L122302,Rawalpindi,22.0,Unemployed,PhD,Married,101226.67,560498.0,973.76,22254.12,12,2023-03-22,164189.28
U1704,L444020,Peshawar,46.0,Clerk,Intermediate,Married,153033.23,17248.97,649.88,10831.26,44,2023-11-09,124915.15
U8108,L232669,Karachi,42.0,Manager,PhD,Married,192795.62,38387.01,620.54,21303.73,24,2023-09-03,67151.26
U4298,L683069,Rawalpindi,41.0,Clerk,Bachelor,Single,139515.26,70866.13,595.39,26896.05,11,2025-04-04,105087.56
U5753,L803602,Faisalabad,41.0,Clerk,Master,Single,229996.44,75473.06,691.74,12187.43,48,2024-02-14,95052.51
U1163,L115618,Lahore,34.0,Manager,Master,Married,276537.54,41180.99,695.69,19769.54,34,2023-01-05,61096.74
U2686,L809666,Faisalabad,26.0,Teacher,PhD,Married,260938.09,47852.02,572.71,6924.15,48,2023-08-28,101447.36
U1577,L657406,Islamabad,35.0,Manager,PhD,Married,189327.86,4463.79,729.49,20283.13,44,2024-10-19,107627.81
U2932,L916400,Rawalpindi,28.0,Driver,Bachelor,Divorced,274536.31,39289.12,678.7,16395.97,7,2024-12-21,177250.12
U6238,L509836,Karachi,44.0,Salesman,Intermediate,Single,207433.37,76711.49,719.98,18311.27,24,2025-07-04,73772.5
U3211,L911718,Rawalpindi,33.0,Manager,PhD,Married,183145.7,67256.15,582.89,10481.0,9,2022-10-05,31624.03
U9409,L889232,Multan,26.0,Unemployed,PhD,Married,169329.87,65019.97,581.71,3372.42,11,2023-01-28,58041.85
U1101,L111571,Islamabad,31.0,Unemployed,Master,Single,184876.52,51493.21,642.55,18522.76,54,2024-10-09,64294.1
U9529,L781393,Islamabad,39.0,Manager,Intermediate,Divorced,180591.16,50211.89,675.14,556.18,42,2025-06-22,82922.91
U3054,L913179,Rawalpindi,29.0,Clerk,PhD,Single,208520.81,30190.37,739.82,12778.55,33,2022-09-28,58139.85
U4908,L506974,Multan,26.0,Engineer,Matric,Single,208028.7,70964.85,685.3,21588.27,35,2023-01-27,132884.88
U1422,L470670,Rawalpindi,37.0,Manager,Master,Single,200152.3,62629.19,637.87,16343.28,12,2023-03-23,55358.69
U7214,L684062,Peshawar,37.0,Manager,PhD,Divorced,221846.91,64760.57,598.68,28638.4,14,2024-10-08,100800.72
U4091,L330020,Rawalpindi,29.0,Manager,Intermediate,Divorced,259532.31,,1011.5,22175.76,30,2022-09-15,180007.69
U4607,L825601,Quetta,30.0,Teacher,PhD,Single,247477.71,-14600.29,601.76,10422.71,38,2023-04-30,122142.73
U4186,L256523,Lahore,37.0,Engineer,Matric,Married,125755.1,82914.58,731.42,15191.19,6,2024-04-25,118030.28
U7091,L388421,Quetta,20.0,Teacher,Master,Single,72303.94,35634.88,635.78,14668.41,56,2024-05-22,174292.65
U9279,L760867,Faisalabad,20.0,Manager,Intermediate,Married,246716.0,24116.73,729.53,3924.76,11,2023-07-02,149825.98
U8467,L832423,Quetta,27.0,Engineer,PhD,Single,131656.07,70804.37,683.95,8417.21,23,2023-05-26,122604.97
U6481,L661781,Quetta,32.0,Engineer,Bachelor,Divorced,188761.73,38239.62,643.15,11074.67,15,2025-03-05,87570.93
U5256,L742017,Peshawar,38.0,Driver,Intermediate,Divorced,141494.35,81798.09,624.03,746.46,33,2025-02-05,99092.45
U5817,L874423,Karachi,,Engineer,Bachelor,Married,109900.98,68510.18,632.95,15332.45,16,2025-04-26,97147.85
U5724,L445311,Karachi,43.0,Clerk,Bachelor,Married,227073.14,70507.08,671.42,13256.5,38,2024-09-13,83942.98
U6316,L547918,Rawalpindi,33.0,Clerk,Matric,Divorced,237957.76,9021.33,653.86,3289.74,6,2024-12-23,108481.46
U8711,L262214,Peshawar,34.0,Teacher,Matric,Married,171174.48,86358.32,620.31,17829.49,18,2023-08-18,114029.91
U7734,L355558,Multan,24.0,Driver,PhD,Divorced,70447.89,57837.52,641.72,20011.11,42,2023-01-08,50214.86
U3585,L886642,Lahore,34.0,Engineer,PhD,Married,172687.78,38921.69,653.93,16589.24,25,2023-11-19,165281.7
U6344,L789074,Lahore,32.0,Engineer,Bachelor,Married,219590.2,54301.65,543.56,12731.52,6,2023-03-25,116391.9
U7941,L809398,Multan,38.0,Clerk,Master,Married,126054.42,-3287.06,672.91,19140.1,57,2022-07-19,89488.68
U9802,L799180,Quetta,26.0,Doctor,Master,Divorced,209168.0,62259.58,601.01,19761.54,8,2023-09-09,108847.04
U1723,L609387,Peshawar,40.0,Clerk,Bachelor,Married,199234.51,19118.85,592.33,17151.82,23,2023-04-12,137214.76
U9867,L375136,Multan,50.0,Engineer,Bachelor,Married,1373787.42,9419.89,565.63,9227.71,46,2023-10-14,41332.54
U7576,L745934,Quetta,33.0,Engineer,Master,Single,205979.02,4329.22,560.31,16936.21,19,2025-04-04,95797.57
U6403,L896665,Peshawar,39.0,Salesman,Matric,Married,151346.55,83380.65,582.23,23368.36,36,2024-12-19,52565.77
U6552,L137523,Lahore,41.0,Clerk,PhD,Divorced,259828.58,31122.1,614.55,10823.6,32,2024-07-10,206280.15
U6266,L546280,Rawalpindi,30.0,Engineer,PhD,Divorced,1152441.1199999999,,747.66,29685.58,22,2023-02-08,105527.44
U8398,L817315,Faisalabad,37.0,Doctor,Bachelor,Divorced,198634.77,33925.96,623.71,11320.58,51,2025-02-25,52890.17
U8723,L832394,Quetta,35.0,Salesman,Matric,Single,153336.6,-1220.74,658.89,15226.85,34,2023-11-10,243978.67
U1046,L367743,Karachi,35.0,Clerk,Bachelor,Married,177835.89,16504.27,670.02,10292.6,41,2023-07-30,78559.26
U2672,L720117,Rawalpindi,27.0,Salesman,Matric,Married,155759.86,87074.35,656.55,16562.9,42,2024-06-20,91636.8
U2321,L779990,Quetta,35.0,Clerk,Master,Divorced,191352.7,45323.05,646.13,2804.45,31,2024-08-03,94528.07
U7833,L866513,Islamabad,39.0,Clerk,Master,Divorced,285585.42,33551.38,590.24,11177.71,58,2023-09-26,66081.88
U5025,L761937,Multan,49.0,Engineer,PhD,Divorced,131404.94,54800.55,722.55,7355.15,22,2022-07-08,109894.08
U1805,L769379,Rawalpindi,44.0,Doctor,PhD,Single,119321.93,65053.48,740.36,15947.37,27,2024-10-22,11570.39
U7480,L436021,Karachi,56.0,Teacher,Intermediate,Divorced,273558.52,83521.96,565.87,21961.13,30,2022-12-28,143435.94
U9919,L516811,Faisalabad,27.0,Doctor,PhD,Divorced,189533.82,93454.98,598.8,19522.04,7,2024-07-30,54887.81
U2004,L447080,Rawalpindi,43.0,Salesman,Matric,Divorced,166546.36,39206.94,636.01,-1601.62,27,2024-05-27,83387.14
U9200,L754747,Faisalabad,36.0,Engineer,Intermediate,Divorced,251995.23,10218.57,601.77,29294.49,10,2025-05-18,130060.79
U9588,L666357,Lahore,56.0,Salesman,Intermediate,Divorced,1018315.3200000001,37596.05,675.3,17066.96,9,2023-04-02,91821.56
U2784,L927360,Peshawar,26.0,Salesman,PhD,Single,291300.49,57808.42,613.59,9564.51,41,2022-07-20,93458.09
U9918,L754825,Faisalabad,26.0,Teacher,Bachelor,Married,233896.29,21087.23,758.25,16099.9,11,2023-02-04,59516.9
U1586,L758072,Rawalpindi,29.0,Manager,PhD,Married,175604.43,21285.47,709.53,16233.33,57,2024-01-31,183825.93
U6956,L340945,Karachi,13.0,Manager,Intermediate,Divorced,307865.41,60313.64,960.63,10332.06,26,2023-05-08,121259.3
U4929,L338509,Karachi,29.0,Engineer,Master,Single,169714.25,48540.43,701.35,16385.42,18,2022-08-27,56688.6
U5589,L111930,Faisalabad,27.0,Driver,Matric,Divorced,237104.77,50983.91,705.3,10747.69,59,2023-08-28,107127.3
U7984,L674959,Lahore,36.0,Teacher,Matric,Single,214964.63,217961.12,621.8,12169.47,42,2022-07-27,53861.28
U3691,L243777,Karachi,38.0,Driver,Matric,Divorced,265087.06,43087.98,609.19,10196.05,30,2023-02-15,168896.57
U2089,L758466,Peshawar,53.0,Driver,Matric,Divorced,278075.56,22273.01,653.91,4971.3,31,2022-09-14,107985.52
U9845,L779658,Peshawar,,Manager,Matric,Divorced,201600.21,76705.95,693.08,16020.86,44,2024-10-27,60978.14
U7129,L967279,Islamabad,29.0,Clerk,Master,Single,162329.11,81057.48,656.95,19097.1,25,2024-06-26,127903.63
U7976,L543108,Islamabad,26.0,Engineer,Master,Single,222998.61,-43085.12,571.15,18604.19,38,2023-05-26,88876.97
U8500,L837165,Multan,39.0,Engineer,Master,Divorced,166114.23,22114.67,609.86,20739.48,19,2022-12-29,48470.85
U2767,L975177,Faisalabad,21.0,Driver,PhD,Single,300669.36,5104.12,646.3,17270.38,41,2024-08-17,115241.85
U9823,L511385,Multan,53.0,Engineer,Intermediate,Single,206826.77,30499.28,646.22,11270.92,22,2024-10-30,114113.67
U9182,L998594,Quetta,46.0,Clerk,Matric,Single,181733.92,379974.88,748.63,20877.65,26,2023-06-08,145509.35
U7881,L742826,Lahore,30.0,Engineer,Matric,Single,209234.02,6510.64,580.7,5497.38,51,2023-10-06,102580.14
U4168,L645893,Karachi,17.0,Teacher,Intermediate,Single,132643.69,22344.21,675.28,8695.3,21,2025-01-06,104282.41
U3866,L545896,Rawalpindi,48.0,Manager,Intermediate,Married,151419.3,159050.24,724.46,8250.6,51,2022-10-30,106405.32
U2531,L397610,Multan,33.0,Clerk,Master,Divorced,260020.7,56218.02,763.57,22560.39,21,2023-09-27,163811.32
U5520,L158909,Islamabad,47.0,Teacher,PhD,Divorced,167155.29,52080.33,629.78,21599.52,25,2022-08-24,87597.06
U4293,L990269,Karachi,19.0,Unemployed,Matric,Divorced,147654.45,28347.87,674.57,18411.14,34,2023-03-01,118778.2
U7713,L999701,Quetta,29.0,Driver,Bachelor,Single,226832.64,55304.63,678.49,22503.51,33,2025-06-23,124669.82
U3211,L931588,Lahore,35.0,Salesman,Master,Married,259285.21,33599.6,659.77,8845.02,13,2025-04-02,113991.06
U2576,L960152,Lahore,35.0,Manager,Master,Divorced,235947.67,41850.35,645.06,17440.17,29,2024-05-11,86083.82
U7650,L428777,Karachi,30.0,Engineer,Intermediate,Single,249802.38,100203.56,671.8,14123.78,8,2024-01-29,104824.16
U6544,L916271,Rawalpindi,41.0,Salesman,Matric,Single,162160.25,90213.83,523.39,20928.17,30,2025-06-06,96253.69
U7990,L565899,Rawalpindi,24.0,Teacher,Master,Single,128909.47,11012.56,684.1,14193.43,24,2025-01-04,178368.41
U3314,L365537,Lahore,33.0,Driver,Master,Single,275066.68,74891.97,656.31,12305.4,38,2024-05-04,81689.45
U1938,L167395,Rawalpindi,36.0,Unemployed,Master,Married,183866.01,74341.9,638.88,18786.36,7,2023-05-19,63496.86
U3483,L902252,Faisalabad,40.0,Doctor,Intermediate,Single,1124750.1,15552.1,752.34,21133.18,20,2022-08-14,99751.93
U4903,L255136,Faisalabad,42.0,Engineer,Intermediate,Married,266409.71,74563.33,616.25,10321.58,27,2024-01-18,96932.07
U8207,L973810,Islamabad,23.0,Salesman,Bachelor,Single,227811.5,96137.96,629.85,14572.47,15,2025-06-12,107873.74
U7197,L951829,Multan,19.0,Driver,Matric,Married,222794.39,16323.66,749.58,7590.92,23,2024-02-20,81702.14
U1331,L703300,Islamabad,47.0,Engineer,Matric,Divorced,308250.12,179799.36,608.4,-2486.43,27,2023-04-19,104414.94
U6413,L484865,Peshawar,38.0,Clerk,Matric,Single,167824.09,80529.84,622.49,16403.22,51,2022-08-10,105184.28
U2879,L195200,Multan,27.0,Manager,Master,Married,246392.01,58144.86,642.65,19262.34,54,2022-11-02,136239.59
U7156,L271145,Faisalabad,50.0,Manager,Intermediate,Married,202850.66,532354.32,692.04,16834.47,32,2023-03-31,103720.26
U2585,L909548,Karachi,36.0,Unemployed,Intermediate,Married,213429.61,60217.68,660.39,1353.07,18,2023-09-03,104099.0
U8491,L517178,Faisalabad,46.0,Driver,Intermediate,Single,276423.42,61720.88,585.37,12544.05,38,2023-02-22,120653.86
U8835,L866309,Quetta,35.0,Engineer,Bachelor,Single,225391.79,10205.84,623.39,-528.43,10,2022-08-23,134706.2
U5618,L281632,Rawalpindi,55.0,Doctor,Master,Married,226914.8,81419.53,619.63,24587.91,31,2025-01-31,60652.97
U9214,L334665,Faisalabad,52.0,Driver,Matric,Married,253625.37,85087.7,646.14,7397.62,18,2023-06-15,49907.18
U7079,L146581,Karachi,32.0,Driver,Matric,Divorced,181752.36,43118.28,671.29,23787.83,32,2022-08-26,167819.19
U6680,L448774,Lahore,44.0,Salesman,Bachelor,Married,158039.52,48695.69,670.91,21621.09,19,2024-06-23,128163.02
U7476,L176404,Multan,41.0,Doctor,PhD,Divorced,147759.54,4066.77,561.2,8695.87,29,2023-12-03,91224.53
U3221,L417309,Multan,48.0,Engineer,PhD,Single,101682.17,65427.64,703.2,7070.51,8,2025-06-23,100788.08
U4375,L619942,Rawalpindi,25.0,Teacher,Matric,Divorced,302810.36,67161.72,662.63,17452.59,52,2023-12-02,84297.53
U9593,L461689,Peshawar,41.0,Unemployed,PhD,Divorced,144839.58,48134.27,719.23,9089.73,56,2024-01-30,108451.23
U5578,L543073,Lahore,45.0,Driver,PhD,Single,188937.32,83730.6,672.21,15717.39,54,2024-09-09,61126.51
U8391,L382349,Rawalpindi,17.0,Engineer,Bachelor,Divorced,186159.34,39977.68,705.07,11620.21,35,2022-11-21,133606.68
U6821,L552189,Islamabad,23.0,Unemployed,Matric,Single,1292221.98,66938.18,673.33,2531.89,40,2023-10-02,107018.14
U9721,L527200,Lahore,14.0,Unemployed,PhD,Married,240786.86,19410.07,1017.31,-613.28,53,2022-07-28,108465.08
U1816,L743117,Faisalabad,32.0,Doctor,Matric,Single,243023.67,49293.44,676.11,16586.79,19,2023-04-10,64242.3
U4828,L572764,Islamabad,42.0,Salesman,Master,Single,170846.13,44769.37,645.1,11069.1,17,2023-08-22,120970.68
